site,date,ACCUMULATED PRECIPITATION,SWE,AIR TEMP,DISCHARGE,ROS
990:WA:SNTL,2011-03-28,64.8,48.2,41.54,194.0,1.0
990:WA:SNTL,2011-03-29,65.0,48.4,39.74,199.0,1.0
990:WA:SNTL,2011-03-30,65.8,49.0,37.22,262.0,1.0
990:WA:SNTL,2011-03-31,67.6,50.8,39.92,706.0,0.0
990:WA:SNTL,2012-01-01,29.3,20.5,31.82,361.0,0.0
990:WA:SNTL,2012-01-02,29.5,20.5,34.16,311.0,1.0
990:WA:SNTL,2012-01-03,30.0,21.1,34.7,304.0,1.0
990:WA:SNTL,2012-01-04,31.3,22.3,35.24,357.0,1.0
990:WA:SNTL,2012-01-05,33.0,23.1,35.06,629.0,1.0
990:WA:SNTL,2012-01-06,33.3,23.2,31.82,548.0,0.0
990:WA:SNTL,2012-01-07,33.4,23.1,30.56,430.0,0.0
990:WA:SNTL,2012-01-08,34.0,23.0,35.78,368.0,1.0
990:WA:SNTL,2012-01-09,34.1,23.1,36.32,327.0,1.0
990:WA:SNTL,2012-01-10,34.3,23.3,35.42,314.0,1.0
990:WA:SNTL,2012-01-11,34.4,23.1,25.88,292.0,0.0
990:WA:SNTL,2012-01-12,34.4,23.1,30.38,268.0,0.0
990:WA:SNTL,2012-01-13,34.4,23.2,32.54,259.0,0.0
990:WA:SNTL,2012-01-14,35.1,24.5,34.88,250.0,1.0
990:WA:SNTL,2012-01-15,35.5,24.9,23.9,239.0,0.0
990:WA:SNTL,2012-01-16,35.5,25.1,22.82,228.0,0.0
990:WA:SNTL,2012-01-17,36.1,26.0,22.82,215.0,0.0
990:WA:SNTL,2012-01-18,36.8,26.5,20.3,210.0,0.0
990:WA:SNTL,2012-01-19,37.2,26.7,12.02,220.0,0.0
990:WA:SNTL,2012-01-20,37.3,27.3,31.64,212.0,0.0
990:WA:SNTL,2012-01-21,39.2,29.4,33.08,210.0,1.0
990:WA:SNTL,2012-01-22,40.4,30.5,30.92,207.0,0.0
990:WA:SNTL,2012-01-23,41.4,31.0,35.06,189.0,1.0
990:WA:SNTL,2012-01-24,41.7,32.2,32.36,180.0,1.0
990:WA:SNTL,2012-01-25,43.6,33.7,34.16,228.0,1.0
990:WA:SNTL,2012-01-26,44.9,34.6,30.92,228.0,0.0
990:WA:SNTL,2012-01-27,45.2,34.6,30.74,210.0,0.0
990:WA:SNTL,2012-01-28,45.2,34.6,32.72,189.0,1.0
990:WA:SNTL,2012-01-29,45.5,36.0,34.88,361.0,1.0
990:WA:SNTL,2012-01-30,46.5,36.1,35.42,430.0,1.0
990:WA:SNTL,2012-01-31,46.7,35.3,34.34,371.0,1.0
990:WA:SNTL,2012-02-01,47.2,36.1,34.16,317.0,1.0
990:WA:SNTL,2012-02-02,47.5,36.0,31.64,292.0,0.0
990:WA:SNTL,2012-02-03,47.7,36.0,33.62,265.0,1.0
990:WA:SNTL,2012-02-04,47.9,36.0,33.44,248.0,0.0
990:WA:SNTL,2012-02-05,47.9,36.0,34.88,234.0,1.0
990:WA:SNTL,2012-02-06,47.9,36.0,34.16,223.0,1.0
990:WA:SNTL,2012-02-07,47.9,36.0,33.98,212.0,1.0
990:WA:SNTL,2012-02-08,47.9,36.0,35.96,207.0,1.0
990:WA:SNTL,2012-02-09,48.0,36.3,37.22,202.0,1.0
990:WA:SNTL,2012-02-10,48.0,36.3,39.38,197.0,1.0
990:WA:SNTL,2012-02-11,48.2,36.3,38.66,199.0,1.0
990:WA:SNTL,2012-02-12,48.2,36.3,37.04,202.0,1.0
990:WA:SNTL,2012-02-13,48.3,36.3,35.96,202.0,1.0
990:WA:SNTL,2012-02-14,48.3,36.4,30.74,199.0,0.0
990:WA:SNTL,2012-02-16,48.5,36.4,36.32,187.0,1.0
990:WA:SNTL,2012-02-17,48.5,36.5,36.32,185.0,1.0
990:WA:SNTL,2012-02-18,49.0,37.2,34.7,180.0,1.0
990:WA:SNTL,2012-02-19,49.1,37.3,32.9,180.0,1.0
990:WA:SNTL,2012-02-21,49.6,38.1,34.7,189.0,1.0
990:WA:SNTL,2012-02-22,50.6,39.4,34.34,337.0,1.0
990:WA:SNTL,2012-02-23,51.2,39.5,31.64,298.0,0.0
990:WA:SNTL,2012-02-27,52.8,40.8,24.98,207.0,0.0
990:WA:SNTL,2012-02-28,52.8,40.9,31.28,197.0,0.0
990:WA:SNTL,2012-02-29,53.1,41.2,29.12,192.0,0.0
990:WA:SNTL,2012-03-06,55.3,43.6,28.76,185.0,0.0
990:WA:SNTL,2012-03-07,55.5,43.4,32.9,180.0,0.0
990:WA:SNTL,2012-03-08,55.4,43.4,29.48,175.0,0.0
990:WA:SNTL,2012-03-13,60.3,48.7,30.2,185.0,0.0
990:WA:SNTL,2012-03-14,59.2,48.9,28.04,177.0,0.0
990:WA:SNTL,2012-03-15,62.1,51.8,34.7,197.0,0.0
990:WA:SNTL,2012-03-16,59.2,52.0,34.52,212.0,1.0
990:WA:SNTL,2012-03-19,65.5,53.5,34.16,192.0,1.0
990:WA:SNTL,2012-03-20,59.2,53.6,30.92,185.0,0.0
990:WA:SNTL,2012-03-23,67.4,55.3,36.14,154.0,0.0
990:WA:SNTL,2012-03-24,67.4,55.5,39.92,150.0,1.0
990:WA:SNTL,2012-03-25,67.6,55.5,45.68,146.0,1.0
990:WA:SNTL,2012-03-26,67.7,55.8,37.22,144.0,1.0
990:WA:SNTL,2012-03-27,67.7,55.8,42.26,142.0,1.0
990:WA:SNTL,2012-03-28,67.9,56.2,37.94,148.0,1.0
990:WA:SNTL,2012-03-29,68.6,58.7,35.24,168.0,1.0
990:WA:SNTL,2012-03-30,71.1,59.5,37.94,204.0,1.0
990:WA:SNTL,2012-03-31,71.7,60.2,35.06,210.0,1.0
990:WA:SNTL,2013-01-01,46.7,27.6,27.14,144.0,0.0
990:WA:SNTL,2013-01-02,46.8,27.6,29.3,137.0,0.0
990:WA:SNTL,2013-01-03,46.8,27.6,28.58,135.0,0.0
990:WA:SNTL,2013-01-04,47.0,27.9,34.7,135.0,0.0
990:WA:SNTL,2013-01-05,47.2,28.1,32.72,133.0,0.0
990:WA:SNTL,2013-01-06,47.6,28.5,33.98,133.0,1.0
990:WA:SNTL,2013-01-07,48.2,29.1,35.42,139.0,1.0
990:WA:SNTL,2013-01-08,48.3,29.9,35.06,159.0,1.0
990:WA:SNTL,2013-01-09,49.6,31.8,34.16,411.0,1.0
990:WA:SNTL,2013-01-10,50.8,31.4,31.28,411.0,0.0
990:WA:SNTL,2013-01-11,50.8,31.4,21.92,253.0,0.0
990:WA:SNTL,2013-01-12,50.8,31.4,17.24,202.0,0.0
990:WA:SNTL,2013-01-13,50.9,31.5,26.96,173.0,0.0
990:WA:SNTL,2013-01-14,51.0,31.6,26.24,168.0,0.0
990:WA:SNTL,2013-01-15,51.0,31.6,25.34,161.0,0.0
990:WA:SNTL,2013-01-16,51.0,31.6,29.84,152.0,0.0
990:WA:SNTL,2013-01-17,51.1,31.6,34.34,146.0,0.0
990:WA:SNTL,2013-01-18,51.2,31.7,35.24,142.0,1.0
990:WA:SNTL,2013-01-19,51.3,31.8,33.62,137.0,0.0
990:WA:SNTL,2013-01-20,51.3,31.8,33.98,135.0,1.0
990:WA:SNTL,2013-01-21,51.3,31.9,33.44,133.0,1.0
990:WA:SNTL,2013-01-22,51.3,31.9,35.06,131.0,1.0
990:WA:SNTL,2013-01-23,51.4,32.2,34.34,129.0,0.0
990:WA:SNTL,2013-01-24,51.7,32.4,33.8,131.0,1.0
990:WA:SNTL,2013-01-25,52.0,32.6,34.34,129.0,0.0
990:WA:SNTL,2013-01-26,52.1,32.8,32.36,129.0,0.0
990:WA:SNTL,2013-01-27,52.3,33.1,33.62,129.0,0.0
990:WA:SNTL,2013-01-28,52.6,33.3,31.28,127.0,0.0
990:WA:SNTL,2013-01-29,52.7,33.5,34.88,125.0,1.0
990:WA:SNTL,2013-01-30,52.8,33.7,35.42,127.0,1.0
990:WA:SNTL,2013-01-31,53.0,33.8,36.5,125.0,0.0
990:WA:SNTL,2013-02-01,53.0,33.9,37.22,127.0,1.0
990:WA:SNTL,2013-02-02,53.0,33.8,35.96,127.0,1.0
990:WA:SNTL,2013-02-03,53.0,33.8,36.5,127.0,1.0
990:WA:SNTL,2013-02-04,52.9,33.9,37.22,125.0,0.0
990:WA:SNTL,2013-02-05,53.2,34.2,35.78,127.0,1.0
990:WA:SNTL,2013-02-06,53.7,34.8,35.42,127.0,1.0
990:WA:SNTL,2013-02-07,54.1,35.2,35.24,129.0,1.0
990:WA:SNTL,2013-02-08,54.2,35.2,32.18,129.0,0.0
990:WA:SNTL,2013-02-09,54.2,35.2,31.64,127.0,0.0
990:WA:SNTL,2013-02-10,54.2,35.2,34.52,123.0,0.0
990:WA:SNTL,2013-02-11,54.2,35.3,33.62,121.0,0.0
990:WA:SNTL,2013-02-12,54.2,35.4,35.24,119.0,1.0
990:WA:SNTL,2013-02-13,54.2,35.6,36.32,118.0,1.0
990:WA:SNTL,2013-02-14,54.3,35.6,36.86,116.0,1.0
990:WA:SNTL,2013-02-15,54.3,35.7,37.22,114.0,1.0
990:WA:SNTL,2013-02-16,54.7,36.3,36.32,125.0,1.0
990:WA:SNTL,2013-02-17,54.9,36.5,36.14,125.0,1.0
990:WA:SNTL,2013-02-18,55.0,36.5,33.26,123.0,0.0
990:WA:SNTL,2013-02-19,55.0,36.6,31.28,123.0,0.0
990:WA:SNTL,2013-02-20,55.1,36.5,31.28,121.0,0.0
990:WA:SNTL,2013-02-21,55.1,36.7,32.9,119.0,0.0
990:WA:SNTL,2013-02-22,55.4,37.4,34.16,118.0,0.0
990:WA:SNTL,2013-02-23,55.8,37.7,33.8,123.0,1.0
990:WA:SNTL,2013-02-24,56.1,37.8,34.7,119.0,1.0
990:WA:SNTL,2013-02-25,56.9,38.8,33.26,121.0,1.0
990:WA:SNTL,2013-02-26,57.0,38.8,33.98,121.0,0.0
990:WA:SNTL,2013-02-27,57.1,39.0,36.14,119.0,0.0
990:WA:SNTL,2013-02-28,57.3,39.3,34.34,121.0,1.0
990:WA:SNTL,2013-03-01,58.4,40.5,37.04,207.0,0.0
990:WA:SNTL,2013-03-02,58.7,40.6,39.2,256.0,1.0
990:WA:SNTL,2013-03-03,59.0,40.0,36.32,265.0,1.0
990:WA:SNTL,2013-03-04,59.2,39.7,36.86,245.0,1.0
990:WA:SNTL,2013-03-05,59.3,39.7,37.94,223.0,1.0
990:WA:SNTL,2013-03-06,59.3,39.7,37.76,207.0,1.0
990:WA:SNTL,2013-03-07,59.4,39.9,39.2,194.0,1.0
990:WA:SNTL,2013-03-08,59.5,40.0,36.5,180.0,1.0
990:WA:SNTL,2013-03-09,59.6,40.1,41.36,168.0,1.0
990:WA:SNTL,2013-03-10,59.6,40.0,38.66,159.0,1.0
990:WA:SNTL,2013-03-11,59.6,40.0,40.82,152.0,1.0
990:WA:SNTL,2013-03-12,60.3,40.7,38.84,180.0,1.0
990:WA:SNTL,2013-03-13,60.9,42.1,42.8,304.0,1.0
990:WA:SNTL,2013-03-14,61.0,41.5,42.62,522.0,1.0
990:WA:SNTL,2013-03-15,61.2,41.2,39.38,565.0,1.0
990:WA:SNTL,2013-03-16,61.8,41.2,37.76,505.0,1.0
990:WA:SNTL,2013-03-17,62.5,41.5,34.16,493.0,1.0
990:WA:SNTL,2013-03-18,63.1,42.1,32.54,407.0,1.0
990:WA:SNTL,2013-03-19,63.4,42.2,38.48,354.0,1.0
990:WA:SNTL,2013-03-20,65.4,44.2,36.5,324.0,1.0
990:WA:SNTL,2013-03-21,65.5,44.4,34.16,324.0,1.0
990:WA:SNTL,2013-03-22,65.6,44.5,33.08,286.0,0.0
990:WA:SNTL,2013-03-23,65.8,44.6,35.06,262.0,1.0
990:WA:SNTL,2013-03-24,65.8,44.6,37.76,245.0,1.0
990:WA:SNTL,2013-03-25,65.8,44.7,39.74,225.0,1.0
990:WA:SNTL,2013-03-26,65.8,44.7,39.92,210.0,1.0
990:WA:SNTL,2013-03-27,65.8,44.7,44.42,202.0,1.0
990:WA:SNTL,2013-03-28,65.8,44.7,48.56,199.0,1.0
990:WA:SNTL,2013-03-29,65.8,44.7,50.0,207.0,1.0
990:WA:SNTL,2013-03-30,65.8,44.7,48.2,220.0,1.0
990:WA:SNTL,2013-03-31,65.7,44.7,49.64,245.0,1.0
990:WA:SNTL,2014-01-01,13.7,6.0,35.24,135.0,0.0
990:WA:SNTL,2014-01-02,14.1,6.0,36.14,163.0,0.0
990:WA:SNTL,2014-01-03,14.7,6.6,35.42,289.0,0.0
990:WA:SNTL,2014-01-04,14.9,6.6,30.02,204.0,0.0
990:WA:SNTL,2014-01-05,15.0,6.6,28.76,175.0,0.0
990:WA:SNTL,2014-01-06,15.0,6.6,33.62,159.0,0.0
990:WA:SNTL,2014-01-07,14.9,6.7,34.34,157.0,0.0
990:WA:SNTL,2014-01-08,15.1,7.0,34.7,161.0,0.0
990:WA:SNTL,2014-01-09,15.7,7.5,33.98,168.0,0.0
990:WA:SNTL,2014-01-10,16.3,8.3,34.88,189.0,0.0
990:WA:SNTL,2014-01-11,18.4,10.3,34.7,615.0,0.0
990:WA:SNTL,2014-01-12,19.0,11.2,33.8,565.0,0.0
990:WA:SNTL,2014-01-13,20.5,11.4,36.5,522.0,0.0
990:WA:SNTL,2014-01-14,20.6,11.5,37.94,539.0,0.0
990:WA:SNTL,2014-01-15,20.6,11.4,35.78,453.0,0.0
990:WA:SNTL,2014-01-16,20.7,11.4,35.42,371.0,0.0
990:WA:SNTL,2014-01-17,20.7,11.5,36.86,320.0,0.0
990:WA:SNTL,2014-01-18,20.7,11.6,38.12,289.0,0.0
990:WA:SNTL,2014-01-19,20.7,11.6,36.86,268.0,0.0
990:WA:SNTL,2014-01-20,20.7,11.6,36.32,253.0,0.0
990:WA:SNTL,2014-01-21,20.7,11.6,38.66,236.0,0.0
990:WA:SNTL,2014-01-22,20.7,11.6,37.76,225.0,0.0
990:WA:SNTL,2014-01-23,20.7,11.5,39.92,217.0,0.0
990:WA:SNTL,2014-01-24,20.7,11.4,39.92,207.0,0.0
990:WA:SNTL,2014-01-25,20.7,11.4,39.92,202.0,0.0
990:WA:SNTL,2014-01-26,20.7,11.5,38.84,204.0,0.0
990:WA:SNTL,2014-01-27,20.8,11.5,38.48,204.0,0.0
990:WA:SNTL,2014-01-28,20.7,11.5,37.58,204.0,0.0
990:WA:SNTL,2014-01-29,20.8,11.9,37.04,220.0,0.0
990:WA:SNTL,2014-01-30,21.0,12.1,34.52,225.0,0.0
990:WA:SNTL,2014-01-31,21.2,12.4,30.2,210.0,0.0
990:WA:SNTL,2014-02-01,21.3,12.6,30.02,197.0,0.0
990:WA:SNTL,2014-02-02,21.3,12.6,28.76,189.0,0.0
990:WA:SNTL,2014-02-03,21.4,12.6,24.26,182.0,0.0
990:WA:SNTL,2014-02-04,21.4,12.5,19.58,170.0,0.0
990:WA:SNTL,2014-02-05,21.3,12.4,15.98,157.0,0.0
990:WA:SNTL,2014-02-06,21.3,12.3,15.98,159.0,0.0
990:WA:SNTL,2014-02-07,21.3,12.3,19.76,152.0,0.0
990:WA:SNTL,2014-02-08,21.3,12.2,21.92,144.0,0.0
990:WA:SNTL,2014-02-09,21.4,12.3,26.24,137.0,0.0
990:WA:SNTL,2014-02-10,21.6,12.7,33.44,139.0,0.0
990:WA:SNTL,2014-02-11,22.4,13.5,34.7,152.0,1.0
990:WA:SNTL,2014-02-12,24.1,15.2,35.42,182.0,1.0
990:WA:SNTL,2014-02-13,25.2,16.2,33.44,182.0,1.0
990:WA:SNTL,2014-02-14,25.9,17.0,35.24,177.0,1.0
990:WA:SNTL,2014-02-15,26.2,17.5,35.06,180.0,1.0
990:WA:SNTL,2014-02-16,27.7,18.6,33.8,182.0,1.0
990:WA:SNTL,2014-02-18,30.2,23.0,31.82,180.0,0.0
990:WA:SNTL,2014-02-19,32.4,23.7,33.44,199.0,0.0
990:WA:SNTL,2014-02-20,32.9,24.4,34.34,220.0,1.0
990:WA:SNTL,2014-02-21,33.7,24.8,30.38,187.0,0.0
990:WA:SNTL,2014-02-22,33.9,25.0,27.86,168.0,0.0
990:WA:SNTL,2014-02-23,34.4,26.1,26.24,152.0,0.0
990:WA:SNTL,2014-02-24,34.4,26.8,25.52,146.0,0.0
990:WA:SNTL,2014-02-25,35.1,27.0,34.34,135.0,1.0
990:WA:SNTL,2014-02-26,35.1,27.1,37.76,133.0,1.0
990:WA:SNTL,2014-02-27,35.2,27.2,39.74,127.0,1.0
990:WA:SNTL,2014-02-28,35.3,27.3,36.14,129.0,1.0
990:WA:SNTL,2014-03-01,35.3,27.4,34.16,129.0,0.0
990:WA:SNTL,2014-03-02,35.8,28.5,26.24,121.0,0.0
990:WA:SNTL,2014-03-03,37.1,29.7,35.96,119.0,1.0
990:WA:SNTL,2014-03-04,38.6,30.5,36.32,173.0,1.0
990:WA:SNTL,2014-03-05,39.9,31.7,37.22,277.0,1.0
990:WA:SNTL,2014-03-06,41.1,32.6,38.66,489.0,1.0
990:WA:SNTL,2014-03-07,41.2,32.0,40.1,543.0,1.0
990:WA:SNTL,2014-03-08,41.4,32.6,38.12,473.0,1.0
990:WA:SNTL,2014-03-09,43.1,33.4,41.54,1300.0,1.0
990:WA:SNTL,2014-03-10,43.2,32.5,38.66,1240.0,1.0
990:WA:SNTL,2014-03-11,43.2,32.3,40.64,841.0,1.0
990:WA:SNTL,2014-03-12,43.2,32.5,43.52,629.0,1.0
990:WA:SNTL,2014-03-13,43.2,32.6,43.16,518.0,1.0
990:WA:SNTL,2014-03-14,43.8,33.4,42.62,489.0,1.0
990:WA:SNTL,2014-03-15,43.9,33.5,40.46,493.0,1.0
990:WA:SNTL,2014-03-16,46.1,34.8,37.4,868.0,1.0
990:WA:SNTL,2014-03-17,46.2,34.7,34.88,841.0,1.0
990:WA:SNTL,2014-03-18,46.2,34.6,37.4,676.0,1.0
990:WA:SNTL,2014-03-19,46.6,35.2,36.68,565.0,1.0
990:WA:SNTL,2014-03-20,46.9,35.5,36.5,505.0,1.0
990:WA:SNTL,2014-03-21,47.0,35.5,35.24,441.0,1.0
990:WA:SNTL,2014-03-22,47.0,35.6,33.98,404.0,1.0
990:WA:SNTL,2014-03-23,47.1,35.8,37.4,371.0,1.0
990:WA:SNTL,2014-03-24,47.1,35.9,40.1,350.0,1.0
990:WA:SNTL,2014-03-25,47.2,36.2,39.56,330.0,1.0
990:WA:SNTL,2014-03-26,47.9,36.9,42.44,330.0,1.0
990:WA:SNTL,2014-03-27,48.0,36.8,39.74,334.0,1.0
990:WA:SNTL,2014-03-28,48.5,37.4,37.22,330.0,1.0
990:WA:SNTL,2014-03-29,49.5,38.5,35.78,357.0,1.0
990:WA:SNTL,2014-03-30,50.6,39.5,39.56,371.0,1.0
990:WA:SNTL,2014-03-31,50.6,39.5,39.02,368.0,1.0
990:WA:SNTL,2015-01-01,39.9,8.5,33.98,265.0,0.0
990:WA:SNTL,2015-01-02,40.0,8.6,34.16,259.0,0.0
990:WA:SNTL,2015-01-03,40.1,8.6,32.36,250.0,0.0
990:WA:SNTL,2015-01-04,40.4,9.2,29.48,236.0,0.0
990:WA:SNTL,2015-01-05,42.8,10.2,34.7,1280.0,0.0
990:WA:SNTL,2015-01-06,42.8,9.9,37.58,1370.0,0.0
990:WA:SNTL,2015-01-07,42.9,9.5,36.86,880.0,0.0
990:WA:SNTL,2015-01-08,42.8,9.4,35.78,643.0,0.0
990:WA:SNTL,2015-01-09,42.8,9.5,36.32,543.0,0.0
990:WA:SNTL,2015-01-10,42.9,9.6,36.32,473.0,0.0
990:WA:SNTL,2015-01-11,42.9,9.6,38.84,430.0,0.0
990:WA:SNTL,2015-01-12,42.8,9.6,35.96,389.0,0.0
990:WA:SNTL,2015-01-13,42.9,9.5,33.98,361.0,0.0
990:WA:SNTL,2015-01-14,42.9,9.4,34.88,334.0,0.0
990:WA:SNTL,2015-01-15,42.9,9.6,35.78,314.0,0.0
990:WA:SNTL,2015-01-16,43.9,10.6,35.6,298.0,0.0
990:WA:SNTL,2015-01-17,43.9,10.7,33.98,289.0,0.0
990:WA:SNTL,2015-01-18,45.7,12.4,34.52,422.0,1.0
990:WA:SNTL,2015-01-19,46.2,12.4,35.24,430.0,1.0
990:WA:SNTL,2015-01-20,46.3,12.3,33.8,407.0,1.0
990:WA:SNTL,2015-01-21,46.3,12.3,32.9,361.0,1.0
990:WA:SNTL,2015-01-22,46.3,12.3,35.96,330.0,1.0
990:WA:SNTL,2015-01-23,46.6,12.3,37.22,378.0,0.0
990:WA:SNTL,2015-01-24,47.5,12.8,41.54,2180.0,1.0
990:WA:SNTL,2015-01-25,47.5,12.8,39.74,2050.0,1.0
990:WA:SNTL,2015-01-26,47.4,12.8,41.54,1290.0,0.0
990:WA:SNTL,2015-01-27,47.7,12.8,40.64,954.0,1.0
990:WA:SNTL,2015-01-28,47.7,12.8,38.66,777.0,0.0
990:WA:SNTL,2015-01-29,47.7,12.8,37.04,638.0,0.0
990:WA:SNTL,2015-01-30,47.7,12.8,39.92,539.0,0.0
990:WA:SNTL,2015-01-31,47.7,12.8,39.92,485.0,0.0
990:WA:SNTL,2015-02-01,48.0,12.8,37.04,430.0,1.0
990:WA:SNTL,2015-02-02,48.1,13.2,34.34,411.0,1.0
990:WA:SNTL,2015-02-03,48.3,13.4,37.94,396.0,1.0
990:WA:SNTL,2015-02-04,48.3,13.5,36.32,364.0,1.0
990:WA:SNTL,2015-02-05,49.7,13.6,35.24,526.0,1.0
990:WA:SNTL,2015-02-06,52.8,14.3,37.58,2200.0,1.0
990:WA:SNTL,2015-02-07,54.2,14.0,37.22,2240.0,1.0
990:WA:SNTL,2015-02-08,54.5,13.8,40.28,1660.0,1.0
990:WA:SNTL,2015-02-09,54.8,13.9,41.9,1180.0,1.0
990:WA:SNTL,2015-02-10,54.9,13.8,42.44,936.0,1.0
990:WA:SNTL,2015-02-11,54.8,13.6,40.82,814.0,1.0
990:WA:SNTL,2015-02-12,54.8,13.5,41.9,696.0,1.0
990:WA:SNTL,2015-02-13,54.8,13.5,44.78,652.0,1.0
990:WA:SNTL,2015-02-14,54.9,13.5,44.24,686.0,1.0
990:WA:SNTL,2015-02-15,54.9,13.5,40.46,667.0,0.0
990:WA:SNTL,2015-02-16,55.0,13.5,40.82,561.0,0.0
990:WA:SNTL,2015-02-17,54.9,13.5,40.46,489.0,0.0
990:WA:SNTL,2015-02-18,55.0,13.5,46.4,437.0,1.0
990:WA:SNTL,2015-02-19,54.9,13.5,40.46,400.0,0.0
990:WA:SNTL,2015-02-20,54.9,13.5,41.9,375.0,0.0
990:WA:SNTL,2015-02-21,54.9,13.5,39.92,350.0,0.0
990:WA:SNTL,2015-02-22,54.9,13.5,39.2,327.0,0.0
990:WA:SNTL,2015-02-23,55.0,13.5,43.16,308.0,0.0
990:WA:SNTL,2015-02-24,55.0,13.5,44.24,292.0,0.0
990:WA:SNTL,2015-02-25,54.9,13.5,39.56,280.0,0.0
990:WA:SNTL,2015-02-26,54.9,13.5,41.54,268.0,1.0
990:WA:SNTL,2015-02-27,54.9,13.5,39.56,256.0,0.0
990:WA:SNTL,2015-02-28,54.9,13.5,38.48,248.0,0.0
990:WA:SNTL,2015-03-01,55.0,13.5,41.36,239.0,0.0
990:WA:SNTL,2015-03-02,54.9,13.5,39.02,234.0,0.0
990:WA:SNTL,2015-03-03,55.0,13.5,35.6,220.0,0.0
990:WA:SNTL,2015-03-04,55.0,13.5,40.82,215.0,1.0
990:WA:SNTL,2015-03-05,54.9,13.5,44.42,210.0,1.0
990:WA:SNTL,2015-03-06,54.9,13.5,47.12,202.0,1.0
990:WA:SNTL,2015-03-07,54.9,13.5,47.12,197.0,1.0
990:WA:SNTL,2015-03-08,54.9,13.5,50.72,194.0,1.0
990:WA:SNTL,2015-03-09,54.9,13.5,50.72,194.0,1.0
990:WA:SNTL,2015-03-10,54.9,13.5,51.62,194.0,1.0
990:WA:SNTL,2015-03-11,54.9,13.5,50.54,210.0,1.0
990:WA:SNTL,2015-03-12,55.4,13.4,43.88,283.0,1.0
990:WA:SNTL,2015-03-13,55.4,13.2,47.12,283.0,1.0
990:WA:SNTL,2015-03-14,56.5,13.0,45.68,1160.0,1.0
990:WA:SNTL,2015-03-15,57.8,12.8,39.74,1340.0,1.0
990:WA:SNTL,2015-03-16,58.5,14.0,37.94,648.0,1.0
990:WA:SNTL,2015-03-17,58.6,14.0,39.74,505.0,1.0
990:WA:SNTL,2015-03-18,58.6,14.0,41.9,430.0,1.0
990:WA:SNTL,2015-03-19,58.6,14.1,39.38,404.0,1.0
990:WA:SNTL,2015-03-20,58.9,14.1,42.44,469.0,1.0
990:WA:SNTL,2015-03-21,59.6,14.1,38.12,657.0,1.0
990:WA:SNTL,2015-03-22,59.7,14.1,38.66,671.0,1.0
990:WA:SNTL,2015-03-23,59.9,14.0,41.0,535.0,1.0
990:WA:SNTL,2015-03-24,60.0,14.0,42.44,473.0,1.0
990:WA:SNTL,2015-03-25,59.9,13.9,42.08,422.0,1.0
990:WA:SNTL,2015-03-26,60.1,14.0,49.64,497.0,1.0
990:WA:SNTL,2015-03-27,60.0,14.0,54.14,548.0,1.0
990:WA:SNTL,2015-03-28,60.9,14.1,50.54,925.0,1.0
990:WA:SNTL,2015-03-29,61.0,14.1,43.52,782.0,1.0
990:WA:SNTL,2015-03-30,61.2,14.0,49.64,657.0,1.0
990:WA:SNTL,2015-03-31,61.6,18.1,43.52,726.0,1.0
990:WA:SNTL,2016-01-01,43.6,22.5,26.06,129.0,0.0
990:WA:SNTL,2016-01-02,43.7,22.5,26.24,129.0,0.0
990:WA:SNTL,2016-01-03,43.7,22.7,27.14,129.0,0.0
990:WA:SNTL,2016-01-04,43.9,22.9,30.2,123.0,0.0
990:WA:SNTL,2016-01-05,44.1,23.2,34.88,121.0,1.0
990:WA:SNTL,2016-01-06,44.4,23.3,34.16,118.0,1.0
990:WA:SNTL,2016-01-07,44.4,23.3,33.62,110.0,0.0
990:WA:SNTL,2016-01-08,44.4,23.4,36.68,106.0,1.0
990:WA:SNTL,2016-01-09,44.4,23.4,33.98,103.0,0.0
990:WA:SNTL,2016-01-10,44.4,23.4,27.68,97.5999984741211,0.0
990:WA:SNTL,2016-01-11,44.4,23.5,29.66,94.19999694824219,0.0
990:WA:SNTL,2016-01-12,44.6,23.9,34.7,97.5999984741211,1.0
990:WA:SNTL,2016-01-13,46.1,25.4,35.78,105.0,1.0
990:WA:SNTL,2016-01-14,46.4,25.5,34.88,105.0,1.0
990:WA:SNTL,2016-01-15,46.5,25.5,30.74,97.5999984741211,0.0
990:WA:SNTL,2016-01-16,47.1,26.5,35.6,94.19999694824219,1.0
990:WA:SNTL,2016-01-17,47.6,27.2,34.7,97.5999984741211,1.0
990:WA:SNTL,2016-01-18,48.3,27.5,37.58,101.0,1.0
990:WA:SNTL,2016-01-19,48.3,27.5,35.24,99.4000015258789,1.0
990:WA:SNTL,2016-01-20,48.5,27.6,35.24,97.5999984741211,1.0
990:WA:SNTL,2016-01-21,50.2,30.0,34.16,182.0,0.0
990:WA:SNTL,2016-01-22,51.9,31.3,34.88,465.0,1.0
990:WA:SNTL,2016-01-23,52.3,31.3,35.24,485.0,1.0
990:WA:SNTL,2016-01-24,52.4,30.8,34.16,361.0,1.0
990:WA:SNTL,2016-01-25,52.5,30.7,30.92,271.0,0.0
990:WA:SNTL,2016-01-26,53.2,31.8,35.06,271.0,1.0
990:WA:SNTL,2016-01-27,53.5,31.8,36.32,681.0,0.0
990:WA:SNTL,2016-01-28,56.0,32.6,38.12,3510.0,1.0
990:WA:SNTL,2016-01-29,56.7,32.4,33.98,2900.0,0.0
